afactor,puma2000,czone
.119,290400,24702
.332,290400,26101
.549,290400,25000
.856,290500,29601
.144,290500,24702
1,290600,29601
.065,290700,26103
.371,290700,29502
.262,290700,26102
.303,290700,29504
.12,290800,29503
.88,290800,29502
1,290901,29502
1,290902,29502
1,291001,29502
1,291002,29502
1,291003,29502
1,291004,29502
1,291100,29502
.102,291200,29502
.316,291200,29700
.298,291200,29504
.286,291200,29902
.268,291300,24500
.212,291300,29700
.52,291300,29602
.276,291400,24701
.095,291400,29601
.46,291400,24500
.169,291400,24600
1,291500,24701
1,291601,24701
1,291602,24701
1,291701,24701
1,291702,24701
1,291703,24701
1,291704,24701
1,291705,24701
1,291706,24701
1,291707,24701
1,291708,24701
1,291801,24701
1,291802,24701
1,291803,24701
1,291900,24701
.415,292000,25701
.587,292000,24600
.419,292100,25800
.581,292100,25701
.67,292200,25702
.061,292200,24500
.27,292200,25701
.259,292300,29700
.662,292300,25102
.08,292300,25101
1,292400,29700
1,292500,29700
.047,292600,29902
.13,292600,30300
.822,292600,29800
1,292700,29901
.145,300100,34502
.856,300100,34503
.171,300200,34202
.177,300200,34201
.652,300200,34203
.017,300300,34309
.092,300300,34204
.021,300300,26402
.091,300300,26408
.03,300300,26407
.075,300300,26409
.089,300300,34307
.095,300300,34305
.094,300300,34304
.027,300300,34402
.009,300300,34306
.071,300300,26411
.01,300300,26401
.172,300300,34308
.093,300300,26406
.015,300300,26405
1,300400,34308
.091,300500,34401
.89,300500,34402
.019,300500,34309
.565,300600,34403
.436,300600,34404
1,300700,34504
.053,310100,28304
.02,310100,28303
.018,310100,28302
.119,310100,27702
.565,310100,27701
.053,310100,27704
.12,310100,27001
.053,310100,27003
.299,310200,27801
.276,310200,27802
.192,310200,28001
.133,310200,28002
.1,310200,27005
.032,310300,28608
.745,310300,27903
.096,310300,27002
.119,310300,28305
.008,310300,27001
.018,310400,28304
.334,310400,28306
.112,310400,28302
.183,310400,28607
.007,310400,28305
.324,310400,28609
.021,310400,28606
.372,310500,27901
.045,310500,29102
.464,310500,28608
.119,310500,28609
.187,310600,27902
.061,310600,27802
.042,310600,29102
.43,310600,28101
.279,310600,28102
.999,310701,28202
1,310702,28202
1,310801,28101
1,310802,28101
1,310901,28202
1,310902,28202
1,310903,28202
1,310904,28202
1,320100,37604
1,320200,37604
.249,320300,37901
.15,320300,37602
.409,320300,37601
.158,320300,37604
.033,320300,37902
.313,320400,37400
.687,320400,37604
1,320501,37901
1,320502,37901
1,320503,37901
1,320504,37901
1,320505,37901
1,320506,37901
1,320507,37901
1,320508,37901
1,320509,37901
1,320510,37901
1,320511,37901
.712,330100,20302
.288,330100,20301
1,330200,20600
1,330300,20600
1,330400,20600
.646,330500,20700
.354,330500,20302
1,330600,20600
1,330700,20600
1,330800,20600
1,330900,20600
1,331000,20600
1,331100,20600
1,340101,19700
1,340102,19700
1,340200,19700
1,340301,19600
1,340302,19600
1,340303,19600
1,340304,19600
1,340305,19600
1,340306,19600
1,340400,19600
1,340501,19600
1,340502,19600
1,340601,19600
1,340602,19600
1,340701,19600
1,340702,19600
1,340703,19600
1,340800,19600
1,340901,19600
1,340902,19600
1,340903,19600
1,340904,19600
1,340905,19600
1,341001,19600
1,341002,19600
1,341101,19500
1,341102,19500
1,341103,19500
1,341104,19500
1,341105,19500
1,341201,19500
1,341202,19500
1,341203,19500
1,341301,19600
1,341302,19600
1,341401,19600
1,341402,19600
1,341403,19600
1,341404,19600
1,341501,19600
1,341502,19600
1,341503,19600
1,341504,19600
1,341600,19600
1,341700,19600
1,341800,19600
1,341901,19600
1,341902,19600
1,341903,19600
1,342001,19700
1,342002,19700
1,342003,19700
1,342101,19700
1,342102,19700
1,342103,19700
1,342104,19700
1,342201,19700
1,342202,19700
1,342301,19600
1,342302,19600
1,342400,19700
1,350100,35300
.318,350200,34801
.641,350200,34802
.042,350200,30702
.096,350300,34803
.17,350300,30602
.02,350300,30702
.037,350300,34804
.553,350300,30901
.124,350300,34801
1,350400,34802
1,350500,34901
1,350601,34901
1,350602,34901
1,350603,34901
1,350604,34901
1,350605,34901
.745,350700,35500
.255,350700,34901
.117,350800,30603
.149,350800,34901
.545,350800,30604
.19,350800,34902
1,350900,30601
.504,351000,30602
.496,351000,30701
.518,351100,30801
.482,351100,30701
1,360100,18300
.97,360200,18400
.031,360200,18500
1,360300,18600
1,360401,17700
1,360402,17700
1,360500,18300
1,360600,17700
1,360700,17700
1,360801,17700
1,360802,17700
1,360803,17700
1,360804,17700
1,360901,18000
1,360902,18000
1,361001,18000
1,361002,18000
1,361003,18000
1,361004,18000
1,361005,18000
1,361100,18000
1,361200,18000
1,361300,18000
1,361401,18000
1,361402,18000
1,361501,18000
1,361502,18000
1,361601,18000
1,361602,18000
1,361603,18000
1,361604,18000
1,361605,18000
.257,361700,18000
.743,361700,18100
.514,361800,17800
.486,361800,17700
.223,361900,18600
.776,361900,17800
1,362000,18500
1,362100,18600
1,362201,18600
1,362202,18600
1,362300,18600
1,362401,18600
1,362402,18600
1,362500,18600
1,362601,17900
1,362602,17900
1,362700,18100
.8,362800,18100
.2,362800,18000
1,362900,18201
1,363000,16500
1,363101,19300
1,363102,19300
1,363201,19300
1,363202,19300
1,363301,19300
1,363302,19300
1,363303,19300
1,363400,19400
1,363501,19400
1,363502,19400
1,363503,19400
1,363504,19400
1,363505,19400
1,363506,19400
1,363601,19600
1,363602,19600
1,363701,19400
1,363702,19400
1,363703,19400
1,363704,19400
1,363705,19400
1,363706,19400
1,363707,19400
1,363708,19400
1,363709,19400
1,363710,19400
1,363801,19400
1,363802,19400
1,363803,19400
1,363804,19400
1,363805,19400
1,363806,19400
1,363807,19400
1,363808,19400
1,363809,19400
1,363810,19400
1,363901,19400
1,363902,19400
1,363903,19400
1,364001,19400
1,364002,19400
1,364003,19400
1,364004,19400
1,364005,19400
1,364006,19400
1,364007,19400
1,364008,19400
1,364009,19400
1,364010,19400
1,364011,19400
1,364012,19400
1,364013,19400
1,364014,19400
1,364015,19400
1,364016,19400
1,364017,19400
1,364018,19400
1,364101,19400
1,364102,19400
1,364103,19400
1,364104,19400
1,364105,19400
1,364106,19400
1,364107,19400
1,364108,19400
1,364109,19400
1,364110,19400
1,364111,19400
1,364112,19400
1,364113,19400
1,364114,19400
1,364201,19400
1,364202,19400
1,364203,19400
1,364204,19400
1,364205,19400
1,364206,19400
1,364207,19400
1,364208,19400
1,364209,19400
1,364210,19400
1,364211,19400
1,364212,19400
1,364301,19400
1,364302,19400
1,364303,19400
1,364304,19400
1,364305,19400
1,364306,19400
1,364307,19400
1,364308,19400
1,364309,19400
1,364310,19400
1,364311,19400
1,364312,19400
.316,370100,1203
.174,370100,1201
.193,370100,1204
.317,370100,1202
1,370201,1203
1,370202,1203
1,370300,1203
.724,370400,800
.192,370400,1002
.083,370400,700
.207,370500,601
.509,370500,1001
.284,370500,1002
.072,370600,602
.483,370600,401
.445,370600,601
1,370700,1100
.555,370800,1100
.445,370800,1002
1,370901,900
1,370902,900
1,370903,900
1,370904,900
1,370905,900
1,371000,900
1,371100,800
1,371200,900
1,371300,900
1,371400,900
1,371500,1100
1,371601,500
1,371602,500
1,371700,500
1,371800,401
1,371900,401
1,372000,500
1,372100,401
1,372200,500
1,372300,500
.765,372400,500
.236,372400,1701
.243,372500,1400
.756,372500,900
1,372601,1701
1,372602,1701
1,372701,1701
1,372702,1701
1,372703,1701
1,372801,1701
1,372802,1701
1,372900,1701
1,373000,1701
1,373100,1701
1,373200,1800
.435,373300,1701
.565,373300,1702
1,373400,1600
.999,373500,2600
1,373600,1400
1,373700,1400
1,373800,1400
1,373900,1400
1,374000,1500
1,374100,1500
1,374200,1900
1,374300,1800
.515,374400,1900
.484,374400,1600
.999,374500,1900
1,374600,1900
.191,374700,2600
.125,374700,1900
.683,374700,2100
.643,374800,2000
.358,374800,2100
.018,380100,26409
.249,380100,26410
.053,380100,26411
.202,380100,26412
.037,380100,26403
.049,380100,26404
.026,380100,26202
.037,380100,26603
.33,380100,26201
.051,380200,26203
.034,380200,26411
.033,380200,26305
.011,380200,26412
.404,380200,26201
.383,380200,26304
.014,380200,26204
.07,380200,26303
.159,380300,26801
.045,380300,26305
.057,380300,26302
.338,380300,26803
.043,380300,26702
.141,380300,26802
.024,380300,26804
.167,380300,26301
.025,380300,26303
1,380400,26801
.207,380500,26702
.756,380500,26704
.037,380500,26301
.729,390100,13502
.271,390100,13501
1,390201,13501
1,390202,13501
1,390301,13501
1,390302,13501
1,390303,13501
.436,390400,15100
.339,390400,13300
.225,390400,13501
1,390501,15100
1,390502,15100
1,390601,15200
1,390602,15200
1,390603,15200
1,390604,15200
1,390605,15200
1,390606,15200
1,390607,15200
1,390608,15200
1,390609,15200
1,390610,15200
1,390611,15200
1,390612,15200
1,390701,15200
1,390702,15200
1,390703,15200
1,390800,15200
1,390901,16400
1,390902,16400
1,390903,16400
1,390904,16400
1,391000,15200
1,391101,15200
1,391102,15200
1,391103,15200
1,391201,15200
1,391202,15200
1,391300,15200
.469,391400,16000
.531,391400,15100
1,391500,13300
.838,391600,13400
.162,391600,13502
1,391700,13400
.727,391800,12501
.273,391800,13300
.999,391900,16000
1,392000,16000
1,392100,15000
1,392201,15000
1,392202,15000
1,392203,15000
1,392300,16400
.513,392400,15500
.487,392400,15600
.723,392500,15000
.276,392500,15400
.419,392600,15900
.581,392600,15000
1,392700,15900
1,392800,15900
1,392900,12501
1,393001,12501
1,393002,12501
1,393101,15900
1,393102,15900
1,393103,15900
1,393104,15900
1,393105,15900
1,393106,15900
1,393107,15900
1,393108,15900
1,393109,15900
1,393200,15900
1,393300,15900
1,393400,15400
.27,393500,15400
.141,393500,15600
.589,393500,15300
.224,393600,15900
.675,393600,15800
.101,393600,15700
1,393700,15700
1,393800,12502
1,393900,12501
1,394000,12501
1,394101,12501
1,394102,12501
1,394103,12501
1,394200,12701
1,394301,12701
1,394302,12701
1,394401,12701
1,394402,12701
1,394403,12701
1,394404,12701
1,394501,12701
1,394502,12701
1,394503,12701
1,394601,12701
1,394602,12701
.257,394700,12701
.743,394700,15700
.494,394800,17100
.259,394800,15700
.247,394800,15800
.229,400100,30501
.051,400100,31004
.122,400100,33803
.205,400100,31006
.392,400100,30502
.097,400200,30401
.41,400200,30402
.493,400200,30502
.56,400300,33801
.441,400300,33602
.813,400400,33601
.143,400400,33802
.044,400400,33603
.263,400500,33901
.174,400500,33902
.563,400500,33700
.059,400600,33901
.282,400600,30401
.508,400600,30402
.103,400600,33803
.049,400600,30403
.349,400700,34002
.651,400700,30100
.659,400800,30200
.172,400800,30403
.169,400800,30100
.181,400900,29901
.326,400900,29403
.291,400900,30402
.202,400900,30300
1,401000,30402
1,401100,30402
1,401200,30402
1,401301,33803
1,401302,33803
1,401400,33803
1,401500,33803
1,401600,33803
.338,401700,33802
.662,401700,33803
.347,410100,39201
.593,410100,39100
.061,410100,39202
.032,410200,39204
.432,410200,38802
.074,410200,39205
.103,410200,39100
.358,410200,39203
.069,410300,36502
.067,410300,36503
.578,410300,36501
.286,410300,35802
1,410400,39203
.294,410500,38801
.241,410500,38700
.465,410500,38902
1,410600,38901
1,410701,38901
1,410702,38901
.132,410800,36901
.474,410800,36800
.393,410800,36902
1,410900,36800
1,411000,36902
1,411101,38901
1,411102,38901
1,411200,38901
1,411301,38801
1,411302,38801
1,411303,38801
1,411304,38801
1,411305,38801
1,411306,38801
1,411307,38801
1,411308,38801
1,411309,38801
1,411310,38801
1,411311,38801
1,411312,38801
1,411313,38801
1,420100,16500
1,420200,16500
1,420300,16500
.391,420400,18202
.609,420400,18201
.626,420500,18900
.374,420500,18100
.31,420600,17900
.69,420600,18800
1,420700,18800
1,420801,18800
1,420802,18800
1,420901,18800
1,420902,18800
1,420903,18800
1,421000,18900
1,421100,18700
.371,421200,19200
.424,421200,18700
.203,421200,18900
1,421300,16100
1,421400,16100
1,421500,16500
1,421600,16400
1,421701,16300
1,421702,16300
1,421703,16300
1,421801,16300
1,421802,16300
1,421803,16300
1,421804,16300
1,421805,16300
1,421806,16300
1,421807,16300
1,421900,16300
.84,422001,16400
.16,422001,16300
1,422002,16300
1,422101,16300
1,422102,16300
1,422103,16300
1,422201,16300
1,422202,16300
1,422300,16300
1,422400,16300
1,422501,16200
1,422502,16200
1,422600,16200
.455,422700,16200
.415,422700,16100
.13,422700,17400
.812,422801,19200
.188,422801,17400
1,422802,17400
1,422900,19100
1,423001,19200
1,423002,19200
1,423101,19200
1,423102,19200
1,423201,19200
1,423202,19200
1,423203,19200
1,423301,19100
1,423302,19100
1,423303,19100
1,423401,19100
1,423402,19100
1,423500,19100
1,423600,19000
1,423701,19000
1,423702,19000
1,423801,19000
1,423802,19000
1,423901,19700
1,423902,19700
1,423903,19700
1,423904,19700
1,424001,19700
1,424002,19700
1,424003,19700
1,424004,19700
1,424005,19700
1,424006,19700
1,424101,19700
1,424102,19700
1,424103,19700
1,424104,19700
1,424105,19700
1,424106,19700
1,424107,19700
1,424108,19700
1,424109,19700
1,424110,19700
1,424111,19700
1,424201,19700
1,424202,19700
1,424203,19700
1,424204,19700
1,424301,19700
1,424302,19700
1,424303,19700
1,440100,20401
1,440200,20401
1,440300,20401
1,440400,20401
1,440500,20401
1,440600,20401
1,440700,20401
1,450100,8300
1,450201,8300
1,450202,8300
1,450301,700
1,450302,700
.292,450400,900
.708,450400,700
1,450500,900
.539,450600,8300
.462,450600,8100
1,450700,8300
.131,450800,8100
.7,450800,8300
.168,450800,8401
1,450900,8401
1,451001,8100
1,451002,8100
1,451100,8100
1,451200,8100
.242,451300,1301
.347,451300,900
.412,451300,8000
.227,451400,1301
.773,451400,1302
1,451500,1302
1,451600,1302
1,451700,8000
.595,451800,8100
.405,451800,8201
1,451900,8800
1,452000,8202
1,452101,8202
1,452102,8202
1,452200,8202
.259,452300,8000
.742,452300,1302
1,460100,27601
.012,460200,27604
.158,460200,27704
.084,460200,27602
.033,460200,26404
.013,460200,26401
.109,460200,27605
.473,460200,27601
.041,460200,26603
.051,460200,27603
.026,460200,27012
.505,460300,26605
.2,460300,26602
.036,460300,27010
.074,460300,26604
.185,460300,27007
.375,460400,26501
.054,460400,26503
.072,460400,26601
.131,460400,26502
.369,460400,26504
.072,460500,27005
.274,460500,27006
.112,460500,27004
.207,460500,27011
.207,460500,27008
.112,460500,27009
.017,460500,27010
.206,460600,27005
.12,460600,28001
.674,460600,26503
1,460700,26503
.358,470100,4901
.384,470100,25300
.258,470100,4902
.822,470200,5800
.177,470200,5900
1,470300,5900
.677,470400,5600
.323,470400,5800
1,470501,5600
1,470502,5600
.092,470600,6402
.2,470600,6302
.044,470600,5402
.341,470600,6301
.322,470600,5600
.508,470700,302
.18,470700,4602
.312,470700,301
1,470801,100
1,470802,100
.887,470900,100
.113,470900,1001
1,471000,100
1,471100,200
1,471200,200
1,471301,302
1,471302,302
1,471400,302
1,471500,302
.3,471600,6502
.7,471600,302
1,471700,6502
1,471800,6401
1,471900,6401
.508,472000,6401
.105,472000,6502
.387,472000,6402
.471,472100,6302
.175,472100,6301
.354,472100,6402
1,472201,5600
1,472202,5600
1,472203,5600
1,472204,5600
1,472205,5600
1,472300,5600
1,472400,5600
.748,472500,5700
.252,472500,6000
.719,472600,5500
.281,472600,5700
.495,472700,5500
.06,472700,4903
.445,472700,6200
.208,472800,4901
.146,472800,4902
.371,472800,5100
.276,472800,4903
1,472900,4901
.253,473000,4902
.747,473000,5202
1,473101,5202
1,473102,5202
1,473103,5202
1,473104,5202
1,473105,5202
1,473201,5202
1,473202,5202
.124,480100,30903
.173,480100,31007
.045,480100,30908
.017,480100,31006
.051,480100,30906
.095,480100,31005
.042,480100,32502
.045,480100,30902
.046,480100,30905
.31,480100,30904
.054,480100,30901
1,480200,30903
1,480300,30903
.148,480400,30801
.011,480400,30907
.023,480400,32503
.332,480400,30802
.328,480400,30908
.158,480400,30902
1,480501,30802
1,480502,30802
.013,480600,32502
.028,480600,32603
.029,480600,32503
.144,480600,32604
.466,480600,33000
.137,480600,32601
.183,480600,32602
1,480700,32601
.753,480800,33902
.247,480800,33100
.29,480900,33902
.71,480900,33200
.337,481000,33500
.664,481000,33200
1,481100,33500
.06,481200,33200
.304,481200,33400
.076,481200,33500
.559,481200,33300
1,481300,33400
1,481400,33300
.4,481500,33300
.601,481500,33400
.616,481600,32100
.384,481600,32202
.425,481700,32202
.575,481700,32201
1,481800,33300
.375,481900,32801
.625,481900,32802
1,482000,33100
1,482101,33100
1,482102,33100
1,482103,33100
1,482104,33100
1,482201,33100
1,482202,33100
1,482301,33100
1,482302,33100
1,482303,33100
1,482304,33100
1,482305,33100
1,482306,33100
1,482307,33100
1,482308,33100
1,482309,33100
1,482310,33100
1,482311,33100
1,482312,33100
1,482313,33100
1,482314,33100
1,482315,33100
1,482400,33100
1,482501,33000
1,482502,33000
1,482503,33000
1,482504,33000
1,482505,33000
1,482506,33000
1,482507,33000
1,482508,33000
1,482509,33000
1,482510,33000
1,482511,33000
1,482600,33000
.328,482700,32702
.335,482700,33000
.218,482700,32501
.12,482700,32801
.171,482800,32402
.066,482800,32503
.23,482800,33000
.287,482800,32501
.229,482800,32403
.016,482800,32602
1,482900,32501
1,483000,32301
.037,483100,32304
.037,483100,31403
.214,483100,32302
.489,483100,32401
.074,483100,31401
.034,483100,31304
.056,483100,32301
.061,483100,32303
1,483200,31401
1,483300,31401
.174,483400,31404
.161,483400,31401
.137,483400,30801
.032,483400,30601
.16,483400,31403
.298,483400,31402
.028,483400,30605
.01,483400,32305
1,483501,30601
1,483502,30601
1,483503,30601
1,483504,30601
1,483505,30601
.355,483600,31202
.123,483600,32900
.405,483600,32701
.057,483600,32702
.059,483600,31201
1,483701,32900
1,483702,32900
1,483703,32900
1,483801,32801
1,483802,32801
.391,483900,32000
.094,483900,32201
.111,483900,32802
.405,483900,31800
1,484000,31800
.254,484100,32100
.137,484100,32000
.609,484100,32201
1,484200,32100
1,484300,32100
1,484400,32100
1,484501,32000
1,484502,32000
1,484503,32000
1,484601,32000
1,484602,32000
1,484603,32000
1,484604,32000
1,484605,32000
1,484606,32000
1,484607,32000
1,484608,32000
1,484609,32000
1,484610,32000
1,484611,32000
1,484612,32000
1,484613,32000
1,484614,32000
1,484615,32000
1,484616,32000
1,484617,32000
1,484618,32000
1,484619,32000
1,484620,32000
1,484621,32000
1,484622,32000
1,484623,32000
1,484624,32000
1,484625,32000
1,484701,32000
1,484702,32000
1,484801,31900
1,484802,31900
1,484901,32000
1,484902,32000
.162,485000,31101
.172,485000,31102
.667,485000,31900
.144,485100,31102
.856,485100,31201
1,485201,31201
1,485202,31201
1,485301,31201
1,485302,31201
1,485303,31201
1,485304,31201
1,485401,31201
1,485402,31201
1,485500,31301
1,485601,31301
1,485602,31301
1,485603,31301
1,485604,31301
1,485605,31301
1,485606,31301
1,485607,31301
1,485608,31301
1,485609,31301
1,485610,31301
1,485611,31301
.538,485700,31301
.117,485700,31302
.204,485700,31101
.141,485700,31103
.5,485800,31301
.399,485800,31303
.101,485800,31502
.202,485900,32304
.313,485900,32305
.141,485900,31501
.038,485900,31502
.306,485900,32306
1,486000,31503
.103,486100,31301
.645,486100,31700
.252,486100,31302
1,486200,31101
1,486301,31700
1,486302,31700
1,486400,31700
.562,486500,31600
.133,486500,31503
.305,486500,31700
1,486600,31600
1,486701,31600
1,486702,31600
1,486703,31600
1,486704,31600
1,486800,31600
1,486900,31600
.011,490100,36404
.759,490100,36200
.23,490100,36100
1,490200,36100
1,490301,36100
1,490302,36100
.098,490400,35402
.006,490400,36404
.356,490400,36100
.213,490400,35902
.27,490400,36402
.058,490400,35903
1,490501,36100
1,490502,36100
1,490503,36100
1,490504,36100
1,490505,36100
1,490506,36100
1,490507,36100
1,490601,36000
1,490602,36000
1,490603,36000
.012,490700,35905
.11,490700,35902
.029,490700,35401
.628,490700,35901
.1,490700,36000
.121,490700,35904
1,500100,20200
.404,500200,20302
.435,500200,20301
.162,500200,20200
.34,500300,20700
.659,500300,20302
.729,500400,20200
.271,500400,20902
1,510100,11304
1,510200,11304
1,510301,11304
1,510302,11304
1,510303,11304
1,510304,11304
1,510305,11304
.298,510400,17200
.702,510400,17502
1,510501,11304
1,510502,11304
.953,510600,11304
.047,510600,17502
.317,510700,17600
.65,510700,17200
.035,510700,11304
1,510800,11301
.238,510900,17600
.762,510900,11301
1,511000,17600
.974,511100,17300
.026,511100,16600
1,511200,2400
1,511300,2400
1,511400,2400
.999,511500,2400
1,511600,16600
1,511700,16600
1,511800,2300
.317,511900,19903
.136,511900,11301
.061,511900,2500
.122,511900,2400
.364,511900,11303
1,512000,2500
1,512100,2500
1,512200,2500
1,512300,2400
1,512400,16600
.734,512500,11203
.265,512500,11201
1,512600,100
.338,512700,602
.663,512700,11201
1,512801,2000
1,512802,2000
1,512803,2000
1,512900,2000
1,513000,2000
.153,513100,2500
.846,513100,2000
.137,513200,2600
.258,513200,2500
.506,513200,2200
.099,513200,2400
.663,513300,402
.338,513300,16600
.116,513400,17600
.084,513400,2400
.102,513400,2300
.698,513400,2200
1,513500,500
1,530100,39302
.925,530200,39400
.075,530200,39301
.194,530300,39000
.23,530300,38602
.576,530300,38502
.568,530400,38501
.137,530400,38601
.295,530400,38602
1,530500,38601
1,530601,38601
1,530602,38601
.482,530700,39100
.186,530700,38401
.331,530700,38402
1,530800,39100
1,530901,39000
1,530902,39000
1,531001,39400
1,531002,39400
1,531003,39400
1,531004,39400
1,531005,39400
.152,531100,38802
.078,531100,38801
.769,531100,38700
1,531201,39400
1,531202,39400
1,531300,39400
1,531401,39400
1,531402,39400
1,531403,39400
1,531404,39400
.438,531500,39400
.563,531500,38700
.647,531600,39303
.353,531600,39400
1,531701,39400
1,531702,39400
1,531801,39400
1,531802,39400
1,531803,39400
1,531804,39400
1,531805,39400
1,531900,39400
1,532001,39400
1,532002,39400
1,532003,39400
1,532004,39400
1,532005,39400
1,532006,39400
1,532007,39400
1,532008,39400
1,532009,39400
1,532101,38801
1,532102,38801
1,532200,38801
.366,540100,15500
.634,540100,15600
1,540200,16702
1,540300,16702
.095,540400,17502
.626,540400,17400
.039,540400,17200
.24,540400,17501
.451,540500,16701
.356,540500,16703
.193,540500,16802
.134,540600,16902
.056,540600,15600
.811,540600,15300
.211,540700,15800
.789,540700,17100
1,540800,16901
.284,540900,16802
.072,540900,16701
.643,540900,16801
.864,541000,16801
.137,541000,16600
.458,541100,11202
.543,541100,11201
.457,541200,16901
.328,541200,17100
.216,541200,17000
.038,550100,21003
.239,550100,26002
.087,550100,21102
.264,550100,21101
.264,550100,21001
.109,550100,22700
1,550200,22601
1,550300,22601
.151,550400,22700
.202,550400,21101
.185,550400,21102
.283,550400,21501
.179,550400,22800
1,550500,22800
.629,550600,22700
.068,550600,22602
.223,550600,21004
.08,550600,22900
.353,550700,22800
.363,550700,22900
.091,550700,23000
.194,550700,21501
.709,550800,23000
.291,550800,23100
1,550900,22900
.444,551000,24100
.556,551000,23100
1,551100,23100
1,551200,23100
.385,551300,22400
.39,551300,22601
.226,551300,11402
.759,551400,22500
.179,551400,22602
.063,551400,23100
.999,551500,22500
1,551600,22700
.559,551700,24000
.441,551700,24100
1,551800,24000
1,551900,24000
1,552001,24100
1,552002,24100
1,552003,24100
1,552004,24100
1,552101,24100
1,552102,24100
1,552201,24100
1,552202,24100
1,552203,24100
1,552300,24100
1,552400,24000
1,552500,22400
.64,560100,36404
.212,560100,34301
.15,560100,36303
.303,560200,34303
.133,560200,34602
.564,560200,34603
.017,560300,34604
.152,560300,27703
.239,560300,34304
.086,560300,34603
.082,560300,34301
.094,560300,34302
.329,560300,34601
.718,560400,27702
.282,560400,28704
