czone,cty_fips,cty_pop,cty_labf
11101,1001,34222,16729
11001,1003,98280,45624
10301,1005,25417,11186
10801,1007,16576,7199
10700,1009,39248,18538
9800,1011,11042,4090
11101,1013,21892,8783
9600,1015,116034,55865
9600,1017,36876,17595
6600,1019,19543,9137
10700,1021,32458,14549
10802,1023,16018,6424
11001,1025,27240,11170
9500,1027,13252,6127
9600,1029,12730,6104
10302,1031,40240,19691
6200,1033,51666,23798
11002,1035,14054,5785
9500,1037,11063,4871
11102,1039,36478,16283
11102,1041,13635,6051
10700,1043,67613,31837
10302,1045,49633,25468
10801,1047,48130,18828
6100,1049,54651,26121
11101,1051,49210,22224
11002,1053,35518,14940
6100,1055,99840,44211
10600,1057,17962,8156
6200,1059,27814,12409
10302,1061,23647,10960
10802,1063,10153,3642
10801,1065,15498,5865
10302,1067,15374,6922
10302,1069,81331,40180
6100,1071,47796,22925
10700,1073,651525,31122
10600,1075,15715,7418
6200,1077,79661,36909
6000,1079,31513,14638
9800,1081,87146,43256
6000,1083,54135,26057
11101,1085,12658,4788
9800,1087,24928,9971
6000,1089,238912,13015
10802,1091,23084,9528
10600,1093,29830,13540
6100,1095,70832,34003
11001,1097,378643,17160
11002,1099,23968,10330
11101,1101,209085,10319
6000,1103,100043,49040
10801,1105,12759,4608
10501,1107,20699,8405
11102,1109,27595,12582
9600,1111,19881,9155
9701,1113,46860,22023
10700,1115,50009,22946
10700,1117,99358,52122
10802,1119,16174,5964
9500,1121,74107,32687
9500,1123,38826,18603
10801,1125,150522,70347
10600,1127,67670,28780
11001,1129,16694,6689
11001,1131,13568,4298
10600,1133,22053,10201
34101,2013,2464,1452
34114,2016,9478,7011
34102,2020,226338,13028
34112,2050,13656,4831
34104,2060,1410,811
34107,2070,4012,1393
34115,2090,77720,42729
34109,2100,2117,1121
34109,2110,26751,15405
34102,2122,40802,19220
34111,2130,13828,7659
34108,2150,13309,7564
34107,2164,1668,535
34102,2170,39683,17971
34106,2180,8288,3292
34113,2185,5979,2964
34105,2188,6113,2130
34111,2201,6278,3077
34110,2220,8588,4841
34109,2231,4385,2344
34115,2240,5913,2767
34103,2261,9952,5399
34112,2270,5791,1879
34110,2280,7042,3651
34115,2290,8478,3624
35500,4001,61591,18383
35100,4003,97624,43156
35401,4005,96591,46250
35001,4007,40216,15231
35002,4009,26554,8829
35002,4011,8008,3098
38300,4012,13844,5646
35001,4013,2122101,10794
37901,4015,93497,39590
35500,4017,77658,27066
35100,4019,666880,32020
35001,4021,116379,44467
35100,4023,29676,12638
35401,4025,107714,43050
38100,4027,106895,46465
4301,5001,21653,9869
4101,5003,24319,10545
25101,5005,31186,11460
30300,5007,97499,46052
25103,5009,28297,13203
4102,5011,11793,4867
4103,5013,5826,2543
25103,5015,18654,8840
4102,5017,15713,5823
34001,5019,21437,9597
25900,5021,18107,7756
25104,5023,19411,8195
4102,5025,7781,3333
4001,5027,25691,11271
4200,5029,19151,8422
25900,5031,68956,34662
30100,5033,42493,19341
5300,5035,49939,22185
5300,5037,19225,8162
4103,5039,9614,4037
4102,5041,16798,6553
4102,5043,17369,8059
4200,5045,60006,30027
30000,5047,14897,6633
25102,5049,10037,3879
34001,5051,73397,31181
4200,5053,13948,6640
25900,5055,31804,14971
34001,5057,21621,9568
34001,5059,26115,11284
34001,5061,13569,6263
25105,5063,31192,14629
25105,5065,11364,4313
4302,5067,18944,7939
4102,5069,85487,37160
30000,5071,18221,7845
4001,5073,9643,3720
25900,5075,17457,7301
5300,5077,13053,4540
4102,5079,13690,4406
33500,5081,13966,6446
30000,5083,20557,8870
4200,5085,39268,19041
30300,5087,11618,5316
25101,5089,12001,4706
33500,5091,38467,16761
25800,5093,57525,25938
4301,5095,11333,4263
34001,5097,7841,3263
34001,5099,10101,4211
25103,5101,7666,2893
4103,5103,30574,13344
4200,5105,7969,3552
5300,5107,28838,10323
34001,5109,10086,4312
25900,5111,24664,10821
34002,5113,17347,7241
30000,5115,45883,21858
4301,5117,9518,4175
4200,5119,349660,18105
25900,5121,16558,6858
5300,5123,28497,11174
4200,5125,64183,31566
30100,5127,10205,4492
25103,5129,7841,3092
30100,5131,99590,49524
34002,5133,13637,6307
25105,5135,14109,4905
25104,5137,9775,4139
4103,5139,46719,19943
25104,5141,14008,5190
30300,5143,113409,58029
4302,5145,54676,24723
4302,5147,9520,3749
30000,5149,17759,8000
37800,6001,1279182,68951
37400,6003,1113,591
37400,6005,30039,11281
37300,6007,182120,78440
37400,6009,31998,13023
37300,6011,16275,7259
37800,6013,803732,43074
36901,6015,23460,8844
37400,6017,125995,62301
37200,6019,667490,29905
37300,6021,24798,10972
36700,6023,119118,56345
38100,6025,109303,43046
37903,6027,18281,8317
37100,6029,543477,24153
37200,6031,101469,41607
37700,6033,50631,18770
36501,6035,27598,10163
38300,6037,8863164,45573
37200,6039,88090,37775
37800,6041,230096,13201
37000,6043,14302,6329
37700,6045,80345,37953
37000,6047,178403,78257
36501,6049,9678,3982
37903,6051,9956,6161
37500,6053,355660,18231
37800,6055,110765,54943
37400,6057,78510,35440
38300,6059,2410556,13700
37400,6061,172796,87450
37603,6063,19739,8488
38300,6065,1170413,53116
37400,6067,1041219,52484
37500,6069,36697,18412
38300,6071,1418380,66144
38000,6073,2498016,13307
37800,6075,723959,41714
37400,6077,480628,21496
38200,6079,217162,10312
37800,6081,649623,36910
38200,6083,369608,19442
37500,6085,1497577,85234
37500,6087,229734,12472
36600,6089,147036,64256
37603,6091,3318,1478
36501,6093,43531,18221
37800,6095,340421,17247
37700,6097,388222,20406
37000,6099,370522,16813
37300,6101,64415,29636
36600,6103,49625,19958
36700,6105,13063,4951
37200,6107,311921,13347
37000,6109,48456,19072
38300,6111,669016,35912
37400,6113,141092,71545
37300,6115,58228,23712
28900,8001,265038,14327
34805,8003,13617,6653
28900,8005,391511,22457
35300,8007,5345,2425
28501,8009,4556,1952
28502,8011,5048,1853
28900,8013,225339,13092
28701,8015,12684,5346
28504,8017,2397,1142
28900,8019,7619,4493
34805,8021,7453,2890
34805,8023,3190,1171
28502,8025,3946,1143
28401,8027,1926,826
35201,8029,20980,8140
28900,8031,467610,25308
35402,8033,1504,657
28900,8035,60391,34132
28702,8037,21928,14249
28900,8039,9646,5134
28401,8041,397014,21505
28401,8043,32273,12291
28702,8045,29974,16025
28900,8047,3070,1804
28703,8049,7966,4833
35202,8051,10273,5940
35202,8053,467,288
28503,8055,6009,2322
28704,8057,1605,857
28900,8059,438430,25253
28504,8061,1688,767
28504,8063,7140,3424
28702,8065,6007,3240
35300,8067,32284,16628
28800,8069,186136,99533
28503,8071,13765,5514
28402,8073,4529,2194
28301,8075,17567,8884
35201,8077,93145,44362
34805,8079,558,267
36401,8081,11357,5722
35402,8083,18672,8361
35201,8085,24423,11182
28800,8087,21939,10400
28502,8089,20185,8517
35201,8091,2295,1147
28900,8093,7174,3744
28301,8095,4189,1899
28702,8097,12661,8869
28502,8099,13347,6271
28502,8101,123051,52310
36401,8103,5972,2982
34805,8105,10770,4673
36401,8107,14088,8881
34805,8109,4619,2026
35300,8111,745,393
35201,8113,3653,2413
28302,8115,2690,1292
28702,8117,12881,9173
28401,8119,12468,6701
28301,8121,4812,2255
28800,8123,131821,66936
28301,8125,8954,4144
20901,9001,827645,45537
20901,9003,851783,46618
20901,9005,174092,98446
20901,9007,143196,82474
20901,9009,804219,43310
20901,9011,254957,14096
20901,9013,128699,73679
20901,9015,102525,54224
19901,10001,110993,58160
19800,10003,441946,24116
19901,10005,113229,55152
11304,11001,606900,33351
7900,12001,181596,91257
7600,12003,18486,7800
10000,12005,126994,62308
7900,12007,22515,8809
7300,12009,398978,19849
7000,12011,1255488,63413
9900,12013,11011,4123
6900,12015,110975,40355
7800,12017,93515,32094
7600,12019,105986,55199
7200,12021,152099,71325
7700,12023,42613,19136
7000,12025,1937094,98219
6900,12027,23865,9357
7900,12029,10585,3667
7600,12031,672971,35836
10900,12033,262798,12763
7500,12035,28701,11280
10000,12037,8967,3644
9900,12039,41105,17570
7900,12041,9667,3836
7100,12043,7591,3025
10000,12045,11504,4859
7700,12047,10930,4171
6800,12049,19499,8480
7100,12051,25773,11909
6700,12053,101115,34324
6800,12055,68432,23856
6700,12057,834054,44234
9900,12059,15778,6596
7300,12061,90208,37785
9900,12063,41375,17417
9900,12065,11296,5004
7700,12067,5578,2223
7400,12069,152104,61591
7200,12071,335113,15141
9900,12073,192493,10837
7900,12075,25923,10328
9900,12077,5569,2097
7700,12079,16569,6590
6900,12081,211707,92220
7800,12083,194833,80415
7100,12085,100900,43234
7000,12087,78024,43296
7600,12089,43941,21732
10900,12091,143776,75481
7100,12093,29627,12803
7400,12095,677491,38110
7400,12097,107728,55154
7100,12099,863518,40886
6700,12101,281131,10425
6700,12103,851659,40209
6800,12105,405382,18526
7500,12107,65070,25457
7600,12109,83829,41556
7100,12111,150171,66265
10900,12113,81608,40146
6900,12115,277776,11883
7400,12117,287529,15946
7400,12119,31577,11870
7700,12121,26780,11176
7700,12123,17111,7438
7900,12125,10252,3517
7500,12127,370712,16586
9900,12129,14202,7389
10900,12131,27760,12453
9900,12133,16919,6829
9001,13001,15744,6973
8601,13003,6213,2738
8601,13005,9566,4372
10200,13007,3615,1640
9002,13009,39530,17138
9400,13011,10308,5299
9301,13013,29721,14720
6600,13015,55911,29330
8501,13017,16245,7126
8503,13019,14153,7030
8900,13021,149967,71076
8900,13023,10430,4927
8602,13025,11077,4803
8503,13027,15398,6616
8800,13029,15438,7229
8702,13031,43125,20177
8401,13033,20579,8624
9200,13035,15326,6546
10301,13037,5013,2041
7600,13039,30167,16759
8702,13043,7744,3470
9600,13045,71422,36172
6401,13047,42464,21433
7600,13049,8496,3722
8800,13051,216935,10563
9701,13053,16934,10418
6600,13055,22242,10597
9100,13057,90204,50361
9301,13059,87594,44123
10301,13061,3364,1368
9100,13063,182052,10364
8601,13065,6160,2662
9100,13067,447745,26550
8601,13069,29592,14191
8503,13071,36645,17342
8401,13073,66031,34784
8503,13075,13456,6321
9600,13077,53853,27142
8900,13079,8991,4456
8502,13081,20011,8579
6401,13083,13147,6275
9100,13085,9429,4955
10101,13087,25511,11159
9100,13089,545837,31884
9001,13091,17607,7546
8502,13093,9901,4105
10200,13095,96311,44571
9100,13097,71120,39501
10301,13099,11854,5108
8503,13101,2334,1034
8800,13103,25687,12268
9302,13105,18949,8679
8702,13107,20546,8770
8701,13109,8724,3909
6501,13111,15992,6882
9100,13113,62415,33162
6600,13115,81251,40650
9100,13117,44083,24229
9302,13119,16650,8000
9100,13121,648951,34495
6501,13123,13368,6409
8401,13125,2357,1096
8602,13127,62496,30964
6600,13129,35072,18505
10102,13131,20279,9337
8402,13133,11793,5267
9100,13135,352910,21029
9400,13137,27621,13855
9400,13139,95428,51340
9002,13141,8908,3734
9600,13143,21966,10286
9701,13145,17788,8713
9302,13147,19712,9499
9600,13149,8628,3926
9100,13151,58741,31649
8900,13153,89208,47007
8501,13155,8649,3956
9400,13157,30005,15193
9100,13159,8453,3960
9001,13161,12032,5828
8401,13163,17408,7370
8702,13165,8247,3626
9003,13167,8329,3666
8900,13169,20739,10805
9200,13171,13038,6237
8503,13173,5531,2576
9003,13175,39988,18746
10200,13177,16250,7762
8701,13179,52745,29028
8402,13181,7442,3337
8701,13183,6202,2928
8503,13185,75981,37565
9400,13187,14573,7352
8401,13189,20119,9495
8602,13191,8634,3821
9702,13193,13114,5697
9301,13195,21050,11037
9702,13197,5590,2344
9701,13199,22411,9769
10101,13201,6280,2689
10200,13205,20275,8884
8900,13207,17113,8242
9001,13209,7163,3278
9100,13211,12883,6264
6600,13213,26147,13765
9701,13215,179278,89347
9100,13217,41808,20617
9301,13219,17618,9368
9301,13221,9763,4987
9100,13223,41611,21816
8900,13225,21189,9760
9100,13227,14432,7376
8601,13229,13328,6198
9200,13231,10224,4830
6600,13233,33815,15660
8900,13235,8108,3736
9002,13237,14137,6935
10301,13239,2209,921
1201,13241,11648,5819
10301,13243,8023,3141
8401,13245,189719,94344
9100,13247,54091,29626
9702,13249,3588,1653
8702,13251,13842,6036
10101,13253,9010,4240
9200,13255,54457,26836
9302,13257,23257,11689
9702,13259,5654,2247
9702,13261,30228,13563
9701,13263,6524,2992
8402,13265,1915,803
8701,13267,17722,7120
8900,13269,7642,3250
9001,13271,11000,4680
10200,13273,10653,4616
10102,13275,38986,18099
8503,13277,34998,17309
9001,13279,24072,10848
1204,13281,6754,2751
9001,13283,5994,2644
9600,13285,55536,26843
8503,13287,8703,3632
8900,13289,9806,4161
1204,13291,11993,5226
9200,13293,26300,12707
6401,13295,58340,28158
9100,13297,38586,19055
8601,13299,35471,14777
8401,13301,6078,2661
9003,13303,19112,8715
8701,13305,22356,9922
9702,13307,2263,1000
9001,13309,4903,2053
9400,13311,13006,6686
6600,13313,72462,39636
8502,13315,7008,2878
8402,13317,10597,4870
9002,13319,10228,4735
10200,13321,19745,9149
35600,15001,120317,57129
34701,15003,836231,46357
34703,15005,130,41
34702,15007,51177,26437
34703,15009,100374,55169
35801,16001,205775,10962
35803,16003,3254,1499
36301,16005,66026,31092
36403,16007,6084,2341
38601,16009,7937,3485
36301,16011,37583,16122
35701,16013,13552,8080
35801,16015,3509,1592
38601,16017,26622,11510
36301,16019,72207,34714
34501,16021,8332,3437
36301,16023,2918,1233
35701,16025,727,350
35801,16027,90076,41734
36403,16029,6963,2821
35702,16031,19532,8440
36301,16033,762,424
38401,16035,8505,3715
36302,16037,4133,1963
35801,16039,21205,10767
36200,16041,9232,3670
36301,16043,10937,4655
35801,16045,11844,5135
35701,16047,11633,5255
38401,16049,13783,5973
36301,16051,16543,6854
35701,16053,15138,7112
38601,16055,69795,33500
38402,16057,30617,15055
36302,16059,6899,3004
38401,16061,3516,1434
35701,16063,3308,1667
36301,16065,23674,9247
35702,16067,19361,8849
38401,16069,33754,16525
36200,16071,3492,1419
35801,16073,8392,3838
35802,16075,16434,7346
36301,16077,7086,3301
38601,16079,13931,6005
36303,16081,3439,1654
35701,16083,53580,25462
35803,16085,6109,2862
35802,16087,8550,3523
25000,17001,66090,31891
25601,17003,10626,3913
24900,17005,14991,7121
24400,17007,30806,16121
24801,17009,5836,2294
23900,17011,35688,17216
24900,17013,5322,2145
24400,17015,16805,8168
24801,17017,13437,6407
23500,17019,173025,95044
24802,17021,34418,16025
23301,17023,15921,7612
23302,17025,14460,6446
25500,17027,33944,16193
23301,17029,51644,25618
24300,17031,5105067,26299
23302,17033,19464,8862
23301,17035,10670,5071
24400,17037,77932,41818
23400,17039,16516,8004
23500,17041,19464,9495
24300,17043,781666,44696
23301,17045,19595,9213
14801,17047,7440,3456
23302,17049,31704,15540
23302,17051,20893,8877
23500,17053,14275,6917
25601,17055,40319,16469
23700,17057,38080,16066
25602,17059,6909,2868
24801,17061,15317,6747
24300,17063,32337,16021
25500,17065,8499,3523
23600,17067,21373,10380
25602,17069,5189,1955
23600,17071,8096,4044
23801,17073,51159,24660
24200,17075,30787,14879
25601,17077,61067,29646
23302,17079,10609,4829
25500,17081,37020,16753
24900,17083,20539,9857
23200,17085,21821,11227
25601,17087,11347,4015
24300,17089,317471,16909
24200,17091,96255,45509
24300,17093,39413,21443
23700,17095,56393,26929
24300,17097,516418,28616
23900,17099,106913,49601
14802,17101,15972,6829
24400,17103,34392,16317
23400,17105,39301,17664
24802,17107,30798,14720
23700,17109,35244,16683
24300,17111,183241,99313
23400,17113,129180,71003
23500,17115,117206,56477
24900,17117,47679,21830
24900,17119,249238,12215
25500,17121,41561,19268
23900,17123,12846,6128
23900,17125,16269,7239
25401,17127,14752,6356
24802,17129,11164,5641
23801,17131,17290,8331
24701,17133,22422,11364
24900,17135,30728,13443
24801,17137,36397,17952
23500,17139,13930,6473
24400,17141,45957,23807
23900,17143,182827,87127
25601,17145,21412,9537
23500,17147,15548,7961
25000,17149,17577,8153
25401,17151,4373,1666
25601,17153,7523,2806
23900,17155,5730,2793
25601,17157,34583,14690
14801,17159,16545,8023
23801,17161,148723,71271
24701,17163,262852,12330
25602,17165,26551,10740
24802,17167,178386,96484
24801,17169,7498,3462
24801,17171,5644,2691
23500,17173,22261,10255
23801,17175,6534,2929
24400,17177,48052,24628
23900,17179,123692,61208
25601,17181,17619,7783
14500,17183,88257,40629
14700,17185,13111,6132
23700,17187,19181,9193
25500,17189,14965,7164
14801,17191,17241,7839
14801,17193,16522,7119
24400,17195,60186,29415
24300,17197,357313,18311
25601,17199,57733,26153
24400,17201,252913,13205
23900,17203,32653,15878
14100,18001,31095,14857
14100,18003,300836,16071
14300,18005,63657,33260
14500,18007,9441,4579
14000,18009,14067,7059
14200,18011,38147,20138
14200,18013,14080,7276
14500,18015,18809,9425
13900,18017,38413,18780
13101,18019,87777,45537
14400,18021,24705,11174
14500,18023,30974,14807
13101,18025,9914,4386
14600,18027,27533,12432
12800,18029,38835,18736
12800,18031,23645,11839
14100,18033,35324,18577
14000,18035,119659,59494
14700,18037,36616,19941
13700,18039,156198,83743
12600,18041,26015,12467
13101,18043,64404,32250
14500,18045,17808,8407
12800,18047,19580,9382
13800,18049,18840,9278
14700,18051,31913,15574
14000,18053,74169,36378
14600,18055,30410,14082
14200,18057,108936,59719
14200,18059,45527,24027
13101,18061,29890,14740
14200,18063,75717,39910
14000,18065,48139,23231
13900,18067,80827,40002
14100,18069,35427,18465
14300,18071,37730,18582
14900,18073,24960,11806
14100,18075,21512,10664
13102,18077,29797,14681
14300,18079,23661,11461
14200,18081,88109,47445
14802,18083,39884,18478
13800,18085,65294,34014
13700,18087,29477,13850
14900,18089,475594,22350
13600,18091,107066,51373
14600,18093,42836,20748
14000,18095,130669,63258
14200,18097,797159,42726
13600,18099,42182,21748
14600,18101,10369,4902
13900,18103,36897,18178
14600,18105,108978,55821
14400,18107,34436,17547
14200,18109,55920,28747
14900,18111,13551,6425
13700,18113,37877,19471
12800,18115,5315,2509
14600,18117,18409,8593
14600,18119,17281,8199
14400,18121,15410,7083
14700,18123,19107,8532
14700,18125,12509,5828
14900,18127,128932,65099
14700,18129,25968,12709
13900,18131,12643,5850
14400,18133,30315,13598
14000,18135,27148,13149
12800,18137,24616,11668
14200,18139,18129,8871
13600,18141,247052,12445
14300,18143,20991,9679
14200,18145,40307,20895
14700,18147,19490,9567
13600,18149,22747,10200
14100,18151,27446,14369
14400,18153,18993,8381
12800,18155,7738,3558
14500,18157,130598,67203
13900,18159,16119,8154
12600,18161,6976,3464
14700,18163,165058,83887
14400,18165,16773,7538
14400,18167,106107,49782
13800,18169,35069,17701
14500,18171,8176,3814
14700,18173,44920,23105
13101,18175,23717,11559
12600,18177,71951,35231
14100,18179,25948,13513
14500,18181,23265,11552
14100,18183,27651,14438
27501,19001,8409,3974
28201,19003,4866,2388
23200,19005,13855,6765
26106,19007,13743,6081
27503,19009,7334,3493
22200,19011,22429,10870
22001,19013,123798,60357
27501,19015,25186,12261
22001,19017,22813,11236
22001,19019,20844,9326
27401,19021,19965,9883
22001,19023,15731,7249
27402,19025,11508,4944
27504,19027,21423,10201
27503,19029,15128,7286
22100,19031,17381,8769
21801,19033,46733,23948
27401,19035,14098,6629
21802,19037,13295,6439
27502,19039,8287,4118
27301,19041,17585,8707
23200,19043,19054,8960
23802,19045,51040,24783
27504,19047,16775,8076
27501,19049,29755,15498
22300,19051,8312,3792
27502,19053,8338,3882
23200,19055,18035,8519
23600,19057,42614,21442
27301,19059,14909,7316
23200,19061,86403,44097
27302,19063,11569,5355
22001,19065,21843,10134
21802,19067,17058,8362
22002,19069,11364,5505
28201,19071,8226,3742
27504,19073,10045,4689
22001,19075,12029,5625
27501,19077,10935,5136
27402,19079,16071,8083
21801,19081,12638,6097
22002,19083,19094,8876
28202,19085,14730,7015
23600,19087,19226,9555
21802,19089,9809,4436
27402,19091,10756,4835
27401,19093,8365,3776
22200,19095,14630,7682
23802,19097,19950,9625
21900,19099,34795,17460
22300,19101,16310,8355
22100,19103,96119,56625
22200,19105,19444,9077
22300,19107,11624,5195
27301,19109,18591,8480
23600,19111,38687,18290
22200,19113,168767,92953
22100,19115,11592,5727
26106,19117,9070,4314
27201,19119,11952,5436
27501,19121,12483,6242
22300,19123,21522,10461
22300,19125,30001,14881
21900,19127,38276,19485
28202,19129,13202,6311
21802,19131,10928,5044
28001,19133,10034,4428
22300,19135,8114,3706
28201,19137,12076,5922
22100,19139,39907,20181
27201,19141,15444,7118
27202,19143,7267,3429
28201,19145,16870,7986
27301,19147,10669,4765
28001,19149,23388,11280
27402,19151,9525,4266
27501,19153,327140,18415
28202,19155,82628,42391
21900,19157,19033,9739
27502,19159,5420,2487
27401,19161,12324,5680
23801,19163,150979,77023
27503,19165,13230,6210
27201,19167,29903,14910
27501,19169,74252,41022
21900,19171,17419,8114
28201,19173,7114,3075
27502,19175,12750,6027
22300,19177,7676,3556
22300,19179,35687,16547
27501,19181,36033,19674
22100,19183,19612,9970
26106,19185,7067,3121
27402,19187,40342,19064
21801,19189,12122,5909
21802,19191,20847,10869
28001,19193,98276,48985
21801,19195,7991,3854
27402,19197,14269,6891
29401,20001,14638,6780
29401,20003,7803,3550
29501,20005,16932,7803
29001,20007,5874,2707
29004,20009,29382,14515
29901,20011,14966,6574
29201,20013,11128,4952
29301,20015,50580,25107
29402,20017,3021,1343
29303,20019,4407,1678
29901,20021,21374,9460
28606,20023,3243,1458
29003,20025,2418,1210
29203,20027,9158,4244
29101,20029,11023,5146
29402,20031,8404,4091
29002,20033,2313,1077
29303,20035,36915,17443
29901,20037,35568,16138
28601,20039,4021,1911
29203,20041,18958,9095
29503,20043,8134,3704
29204,20045,81798,43538
29004,20047,3787,1780
29303,20049,3327,1410
29006,20051,26004,13802
29005,20053,6586,2783
31001,20055,33070,16918
29003,20057,27463,13920
29401,20059,21994,10722
29203,20061,30453,15991
28604,20063,3231,1426
29007,20065,3543,1659
31002,20067,7159,3597
29003,20069,5396,2525
31003,20071,1774,882
29303,20073,7847,3395
31001,20075,2388,1190
29301,20077,7124,3203
29302,20079,31028,15561
31001,20081,3886,1933
29003,20083,2177,907
29204,20085,11525,5491
29204,20087,15905,7877
29101,20089,4251,2004
29502,20091,355054,20287
31001,20093,4027,1980
29301,20095,8292,3759
29001,20097,3660,1689
29403,20099,23693,11115
29008,20101,2375,1070
29501,20103,64371,29627
29104,20105,3653,1734
29502,20107,8254,3358
28604,20109,3081,1503
29402,20111,34732,17669
29302,20113,27268,13993
29302,20115,12888,6076
29202,20117,11705,5183
31004,20119,4247,2103
29502,20121,23466,11576
29103,20123,7203,3297
29403,20125,38816,17635
29203,20127,6198,2882
31006,20129,3480,1591
29201,20131,10446,4936
29403,20133,17035,7993
29008,20135,4033,1917
28602,20137,5947,2791
29204,20139,15248,7032
29103,20141,4867,2316
29104,20143,5634,2648
29004,20145,7555,3552
28603,20147,6590,3030
29203,20149,16128,8104
29001,20151,9702,4734
28601,20153,3404,1583
29005,20155,62389,30125
29101,20157,6482,3051
29005,20159,10610,4806
29203,20161,67139,37911
29007,20163,6039,2720
29004,20165,3842,1773
29006,20167,7835,3564
29104,20169,49301,25962
31003,20171,5289,2556
29301,20173,403662,21270
31004,20175,18743,9405
29204,20177,160976,84242
28604,20179,3043,1438
28605,20181,6926,3359
28603,20183,5078,2372
29004,20185,5365,2346
31002,20187,2333,1092
31002,20189,5048,2429
29301,20191,25841,12045
28604,20193,8258,4152
29006,20195,3694,1695
29204,20197,6603,3228
28605,20199,1821,863
29202,20201,7073,3272
31003,20203,2758,1223
29403,20205,10289,4482
29401,20207,4116,1662
29502,20209,161993,77114
4601,21001,15360,7013
5401,21003,14628,6613
12901,21005,14571,7764
25401,21007,7902,3643
5402,21009,34001,15536
12902,21011,9692,4202
301,21013,31506,10632
12701,21015,57589,30167
12901,21017,19236,9396
17100,21019,51150,21823
12903,21021,25641,12061
12702,21023,7766,3306
4501,21025,15703,5203
13000,21027,16312,6938
13101,21029,47567,24374
13200,21031,11245,4854
25200,21033,13232,5889
25402,21035,30735,14844
12701,21037,83866,41888
25401,21039,5238,2391
13102,21041,9292,4262
17100,21043,24340,9788
4601,21045,14211,6007
5900,21047,68941,36657
12901,21049,29496,14175
4401,21051,21746,6766
4602,21053,9135,3782
25200,21055,9196,3818
5402,21057,6784,2900
13200,21059,87189,42267
5401,21061,10357,4159
17100,21063,6455,2195
4402,21065,14614,5640
12901,21067,225366,12384
12702,21069,12292,5743
17000,21071,43586,14637
12901,21073,43781,23815
25300,21075,8271,3220
12701,21077,5393,2550
12903,21079,11579,5454
12701,21081,15737,7325
25300,21083,33550,14687
13000,21085,21050,8990
4601,21087,10371,4974
17100,21089,36742,15474
13200,21091,7864,3466
13000,21093,89240,46475
4502,21095,36574,11593
12901,21097,16248,7476
5402,21099,14890,6474
25200,21101,43044,21458
13101,21103,12823,6242
25300,21105,5566,2371
25200,21107,46126,20567
4402,21109,11955,4189
13101,21111,664937,33750
12901,21113,30508,15994
17000,21115,23248,8606
12701,21117,142031,72973
4502,21119,17906,5531
4401,21121,29676,10037
13000,21123,11679,5279
4401,21125,43438,18195
17000,21127,13998,4614
4501,21129,7422,2453
4502,21131,13642,4160
4502,21133,27000,8742
12702,21135,13029,5232
