"state","puma12","puma2k","stab","PUMAname","PUMA2kName","hus10","afact","AFACT2"
"06","03742","06114","CA","Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park","0606114",32289,1,0.958 
"06","03743","05300","CA","Los Angeles County (Central)--East Los Angeles","0605300",31370,0.999,0.99 
"06","03743","06111","CA","Los Angeles County (Central)--East Los Angeles","0606111",17,0.001,0 
"06","03744","05415","CA","Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights)","0605415",356,0.006,0.005 
"06","03744","05416","CA","Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights)","0605416",1544,0.025,0.021 
"06","03744","05417","CA","Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights)","0605417",58699,0.969,1 
"06","03745","05422","CA","Los Angeles County (Central)--LA City (Southeast/East Vernon)","0605422",28207,1,0.959 
"06","03746","05418","CA","Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park)","0605418",32798,0.99,1 
"06","03746","05422","CA","Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park)","0605422",320,0.01,0.011 
"06","03747","05419","CA","Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills)","0605419",61077,1,1 
"06","03748","05420","CA","Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities","0605420",53893,0.627,0.903 
"06","03748","05500","CA","Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities","0605500",101,0.001,0.003 
"06","03748","06125","CA","Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities","0606125",31987,0.372,0.258 
"06","03749","05500","CA","Los Angeles County (Central)--Inglewood City","0605500",38143,0.966,0.992 
"06","03749","06124","CA","Los Angeles County (Central)--Inglewood City","0606124",1341,0.034,0.035 
"06","03750","05421","CA","Los Angeles County (South Central)--LA City (South Central/Westmont)","0605421",50736,0.961,0.975 
"06","03750","05422","CA","Los Angeles County (South Central)--LA City (South Central/Westmont)","0605422",881,0.017,0.03 
"06","03750","05423","CA","Los Angeles County (South Central)--LA City (South Central/Westmont)","0605423",1163,0.022,0.031 
"06","03751","05421","CA","Los Angeles County (South Central)--LA City (South Central/Watts)","0605421",1316,0.035,0.025 
"06","03751","05423","CA","Los Angeles County (South Central)--LA City (South Central/Watts)","0605423",36693,0.965,0.969 
"06","03752","06114","CA","Los Angeles County (South)--South Gate & Lynwood Cities","0606114",915,0.022,0.027 
"06","03752","06115","CA","Los Angeles County (South)--South Gate & Lynwood Cities","0606115",40076,0.976,0.999 
"06","03752","06119","CA","Los Angeles County (South)--South Gate & Lynwood Cities","0606119",51,0.001,0.001 
"06","03753","05900","CA","Los Angeles County (South)--Downey City","0605900",35172,1,0.988 
"06","03753","06113","CA","Los Angeles County (South)--Downey City","0606113",14,0,0 
"06","03754","06110","CA","Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities","0606110",824,0.02,0.015 
"06","03754","06117","CA","Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities","0606117",39429,0.98,0.998 
"06","03755","05900","CA","Los Angeles County (Southeast)--Norwalk City","0605900",415,0.013,0.012 
"06","03755","06000","CA","Los Angeles County (Southeast)--Norwalk City","0606000",28083,0.857,1 
"06","03755","06116","CA","Los Angeles County (Southeast)--Norwalk City","0606116",4063,0.124,0.103 
"06","03755","06117","CA","Los Angeles County (Southeast)--Norwalk City","0606117",73,0.002,0.002 
"06","03755","06118","CA","Los Angeles County (Southeast)--Norwalk City","0606118",144,0.004,0.003 
"06","03756","06115","CA","Los Angeles County (Southeast)--Bellflower & Paramount Cities","0606115",7,0,0 
"06","03756","06116","CA","Los Angeles County (Southeast)--Bellflower & Paramount Cities","0606116",35397,1,0.895 
"06","03756","06118","CA","Los Angeles County (Southeast)--Bellflower & Paramount Cities","0606118",1,0,0 
"06","03757","06119","CA","Los Angeles County (South Central)--Compton City & West Rancho Dominguez","0606119",40290,1,0.999 
"06","03758","05424","CA","Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens","0605424",3513,0.068,0.054 
"06","03758","05600","CA","Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens","0605600",42,0.001,0.001 
"06","03758","06123","CA","Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens","0606123",48411,0.931,1 
"06","03758","06124","CA","Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens","0606124",14,0,0 
"06","03759","05500","CA","Los Angeles County (South Central)--Hawthorne City","0605500",191,0.005,0.005 
"06","03759","06124","CA","Los Angeles County (South Central)--Hawthorne City","0606124",37308,0.995,0.965 
"06","03760","06122","CA","Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities","0606122",63110,1,1 
"06","03761","05424","CA","Los Angeles County (South Central)--Torrance City","0605424",29,0.001,0 
"06","03761","05600","CA","Los Angeles County (South Central)--Torrance City","0605600",49641,0.999,0.85 
"06","03762","06120","CA","Los Angeles County (South Central)--Carson City","0606120",33463,1,0.999 
"06","03763","05701","CA","Los Angeles County (South Central)--Long Beach City (North)","0605701",45984,0.994,1 
"06","03763","06116","CA","Los Angeles County (South Central)--Long Beach City (North)","0606116",1,0,0 
"06","03763","06118","CA","Los Angeles County (South Central)--Long Beach City (North)","0606118",278,0.006,0.005 
"06","03763","06120","CA","Los Angeles County (South Central)--Long Beach City (North)","0606120",12,0,0 
"06","03764","06116","CA","Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities","0606116",77,0.001,0.002 
"06","03764","06118","CA","Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities","0606118",51407,0.998,0.981 
"06","03764","07605","CA","Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities","0607605",1,0,0 
"06","03765","05703","CA","Los Angeles County (Southeast)--Long Beach City (East)","0605703",57695,0.991,1 
"06","03765","06118","CA","Los Angeles County (Southeast)--Long Beach City (East)","0606118",549,0.009,0.01 
"06","03765","06121","CA","Los Angeles County (Southeast)--Long Beach City (East)","0606121",1,0,0 
"06","03766","05702","CA","Los Angeles County (South)--Long Beach City (Southwest & Port)","0605702",36435,1,0.504 
"06","03766","06121","CA","Los Angeles County (South)--Long Beach City (Southwest & Port)","0606121",1,0,0 
"06","03767","05424","CA","Los Angeles County (South)--LA City (South/San Pedro)","0605424",61227,0.989,0.945 
"06","03767","06120","CA","Los Angeles County (South)--LA City (South/San Pedro)","0606120",5,0,0 
"06","03767","06121","CA","Los Angeles County (South)--LA City (South/San Pedro)","0606121",663,0.011,0.016 
"06","03767","06123","CA","Los Angeles County (South)--LA City (South/San Pedro)","0606123",1,0,0 
"06","03768","05600","CA","Los Angeles County (Southwest)--Palos Verdes Peninsula","0605600",8707,0.19,0.149 
"06","03768","06121","CA","Los Angeles County (Southwest)--Palos Verdes Peninsula","0606121",37071,0.81,0.88 
"06","03768","06122","CA","Los Angeles County (Southwest)--Palos Verdes Peninsula","0606122",1,0,0 
"06","03769","05702","CA","Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities","0605702",35892,0.891,0.496 
"06","03769","05703","CA","Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities","0605703",16,0,0 
"06","03769","06121","CA","Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities","0606121",4387,0.109,0.104 
"06","03900","03200","CA","Madera County--Madera City","0603200",49140,1,1 
"06","04101","01201","CA","Marin County (North & West)--Novato & San Rafael (North) Cities","0601201",46577,1,1 
"06","04102","01202","CA","Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities","0601202",64637,1,1 
"06","04701","03100","CA","Merced County (West & South)--Los Banos & Livingston Cities","0603100",33026,0.995,0.395 
"06","04701","03401","CA","Merced County (West & South)--Los Banos & Livingston Cities","0603401",157,0.005,0.003 
"06","04702","03100","CA","Merced County (Northeast)--Merced & Atwater Cities","0603100",50515,1,0.605 
"06","05301","03001","CA","Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities","0603001",56158,0.759,1 
"06","05301","03002","CA","Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities","0603002",17836,0.241,0.304 
"06","05302","02900","CA","Monterey County (Northeast)--Salinas City","0602900",42089,0.901,1 
"06","05302","03001","CA","Monterey County (Northeast)--Salinas City","0603001",1,0,0 
"06","05302","03002","CA","Monterey County (Northeast)--Salinas City","0603002",4617,0.099,0.079 
"06","05303","03002","CA","Monterey (South & East) & San Benito Counties","0603002",36217,1,0.617 
"06","05500","01000","CA","Napa County--Napa City","0601000",54759,1,1 
"06","05700","00700","CA","Nevada & Sierra Counties","0600700",54918,1,0.779 
"06","05901","07601","CA","Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities","0607601",72297,0.974,1 
"06","05901","07607","CA","Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities","0607607",1897,0.026,0.019 
"06","05902","07602","CA","Orange County (South Central)--Mission Viejo & Rancho Santa Margarita (West) Cities","0607602",38800,1,0.531 
"06","05903","06900","CA","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities","0606900",180,0.002,0.004 
"06","05903","07300","CA","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities","0607300",4691,0.049,0.06 
"06","05903","07607","CA","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities","0607607",91136,0.949,0.9 
"06","05904","06900","CA","Orange County (Central)--Irvine City (Central)","0606900",1,0,0 
"06","05904","07300","CA","Orange County (Central)--Irvine City (Central)","0607300",66595,0.848,0.855 
"06","05904","07603","CA","Orange County (Central)--Irvine City (Central)","0607603",11891,0.151,0.161 
"06","05904","07607","CA","Orange County (Central)--Irvine City (Central)","0607607",23,0,0 
"06","05905","06802","CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado","0606802",3749,0.054,0.081 
"06","05905","07300","CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado","0607300",6608,0.095,0.085 
"06","05905","07400","CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado","0607400",1650,0.024,0.037 
"06","05905","07502","CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado","0607502",1898,0.027,0.045 
"06","05905","07603","CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado","0607603",55305,0.799,0.747 
"06","05906","06117","CA","Orange County (North)--Yorba Linda, La Habra & Brea Cities","0606117",14,0,0 
"06","05906","06802","CA","Orange County (North)--Yorba Linda, La Habra & Brea Cities","0606802",1861,0.03,0.04 
"06","05906","07000","CA","Orange County (North)--Yorba Linda, La Habra & Brea Cities","0607000",346,0.006,0.007 
"06","05906","07604","CA","Orange County (North)--Yorba Linda, La Habra & Brea Cities","0607604",59622,0.964,0.787 
"06","05907","06802","CA","Orange County (North Central)--Fullerton & Placentia Cities","0606802",1728,0.026,0.037 
"06","05907","07000","CA","Orange County (North Central)--Fullerton & Placentia Cities","0607000",47236,0.719,0.992 
"06","05907","07604","CA","Orange County (North Central)--Fullerton & Placentia Cities","0607604",16129,0.245,0.213 
"06","05907","07605","CA","Orange County (North Central)--Fullerton & Placentia Cities","0607605",618,0.009,0.009 
"06","05908","06118","CA","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities","0606118",9,0,0 
"06","05908","06801","CA","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities","0606801",895,0.014,0.016 
"06","05908","07605","CA","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities","0607605",63756,0.986,0.914 
"06","05909","06801","CA","Orange County (North Central)--Anaheim City (West)","0606801",37752,0.856,0.659 
"06","05909","07100","CA","Orange County (North Central)--Anaheim City (West)","0607100",234,0.005,0.005 
"06","05909","07605","CA","Orange County (North Central)--Anaheim City (West)","0607605",3194,0.072,0.046 
"06","05909","07606","CA","Orange County (North Central)--Anaheim City (West)","0607606",2935,0.067,0.046 
"06","05910","06801","CA","Orange County (North Central)--Anaheim City (East)","0606801",15258,0.261,0.267 
"06","05910","06802","CA","Orange County (North Central)--Anaheim City (East)","0606802",38534,0.66,0.828 
"06","05910","07000","CA","Orange County (North Central)--Anaheim City (East)","0607000",36,0.001,0.001 
"06","05910","07400","CA","Orange County (North Central)--Anaheim City (East)","0607400",4522,0.077,0.101 
"06","05910","07604","CA","Orange County (North Central)--Anaheim City (East)","0607604",3,0,0 
"06","05911","06802","CA","Orange County (Central)--Orange & Villa Park Cities","0606802",671,0.014,0.014 
"06","05911","07400","CA","Orange County (Central)--Orange & Villa Park Cities","0607400",38380,0.824,0.856 
"06","05911","07502","CA","Orange County (Central)--Orange & Villa Park Cities","0607502",777,0.017,0.018 
"06","05911","07603","CA","Orange County (Central)--Orange & Villa Park Cities","0607603",6751,0.145,0.091 
"06","05912","06801","CA","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities","0606801",1859,0.036,0.032 
"06","05912","07100","CA","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities","0607100",6593,0.128,0.137 
"06","05912","07200","CA","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities","0607200",1911,0.037,0.025 
"06","05912","07605","CA","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities","0607605",1189,0.023,0.017 
"06","05912","07606","CA","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities","0607606",39959,0.776,0.628 
"06","05913","06801","CA","Orange County (Northwest)--Garden Grove City (East)","0606801",1489,0.034,0.026 
"06","05913","07100","CA","Orange County (Northwest)--Garden Grove City (East)","0607100",39838,0.921,0.829 
"06","05913","07400","CA","Orange County (Northwest)--Garden Grove City (East)","0607400",305,0.007,0.007 
"06","05913","07501","CA","Orange County (Northwest)--Garden Grove City (East)","0607501",1436,0.033,0.042 
"06","05913","07606","CA","Orange County (Northwest)--Garden Grove City (East)","0607606",180,0.004,0.003 
"06","05914","07200","CA","Orange County (Northwest)--Huntington Beach City","0607200",75991,0.97,0.975 
"06","05914","07605","CA","Orange County (Northwest)--Huntington Beach City","0607605",999,0.013,0.014 
"06","05914","07606","CA","Orange County (Northwest)--Huntington Beach City","0607606",1373,0.018,0.022 
"06","05915","07602","CA","Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch","0607602",34330,1,0.469 
"06","05916","07100","CA","Orange County (Central)--Santa Ana City (West)","0607100",1384,0.04,0.029 
"06","05916","07501","CA","Orange County (Central)--Santa Ana City (West)","0607501",32834,0.943,0.958 
"06","05916","07606","CA","Orange County (Central)--Santa Ana City (West)","0607606",600,0.017,0.009 
"06","05917","07502","CA","Orange County (Central)--Santa Ana City (East)","0607502",39951,0.998,0.937 
"06","05917","07603","CA","Orange County (Central)--Santa Ana City (East)","0607603",100,0.002,0.001 
"06","05918","06900","CA","Orange County (Central)--Costa Mesa & Fountain Valley Cities","0606900",41824,0.61,0.996 
"06","05918","07606","CA","Orange County (Central)--Costa Mesa & Fountain Valley Cities","0607606",18573,0.271,0.292 
"06","05918","07607","CA","Orange County (Central)--Costa Mesa & Fountain Valley Cities","0607607",8207,0.12,0.081 
"06","06101","01601","CA","Placer County (Southwest)--Roseville City","0601601",3253,0.065,0.037 
"06","06101","01602","CA","Placer County (Southwest)--Roseville City","0601602",46502,0.935,0.715 
"06","06102","01601","CA","Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town","0601601",25838,0.583,0.295 
"06","06102","01602","CA","Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town","0601602",18491,0.417,0.285 
"06","06103","01601","CA","Placer County (East/High Country Region)--Auburn & Colfax Cities","0601601",58564,1,0.668 
"06","06501","08004","CA","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities","0608004",1,0,0 
"06","06501","08005","CA","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities","0608005",62310,1,0.723 
"06","06502","08004","CA","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities","0608004",82757,1,0.551 
"06","06503","08002","CA","Riverside County (Southwest)--Temecula City","0608002",44132,1,0.338 
"06","06504","08002","CA","Riverside County (Southwest)--Murrieta & Wildomar Cities","0608002",42991,1,0.329 
"06","06505","08001","CA","Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities","0608001",32302,0.514,0.245 
"06","06505","08002","CA","Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities","0608002",30502,0.486,0.234 
"06","06506","08002","CA","Riverside County (Southwest)--Hemet City & East Hemet","0608002",12972,0.223,0.099 
"06","06506","08003","CA","Riverside County (Southwest)--Hemet City & East Hemet","0608003",45295,0.777,0.437 
"06","06507","08003","CA","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities","0608003",54507,1,0.525 
"06","06508","07900","CA","Riverside County (Northwest)--Moreno Valley City","0607900",52006,0.991,0.937 
"06","06508","08001","CA","Riverside County (Northwest)--Moreno Valley City","0608001",71,0.001,0.001 
"06","06508","08003","CA","Riverside County (Northwest)--Moreno Valley City","0608003",399,0.008,0.004 
"06","06509","08001","CA","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley","0608001",30158,0.903,0.229 
"06","06509","08003","CA","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley","0608003",3240,0.097,0.031 
"06","06510","07801","CA","Riverside County (Northwest)--Riverside City (East)","0607801",4807,0.098,0.126 
"06","06510","07802","CA","Riverside County (Northwest)--Riverside City (East)","0607802",37598,0.769,0.643 
"06","06510","07900","CA","Riverside County (Northwest)--Riverside City (East)","0607900",3476,0.071,0.063 
"06","06510","08001","CA","Riverside County (Northwest)--Riverside City (East)","0608001",2729,0.056,0.021 
"06","06510","08003","CA","Riverside County (Northwest)--Riverside City (East)","0608003",302,0.006,0.003 
"06","06511","07801","CA","Riverside County (Northwest)--Riverside City (West)","0607801",32760,0.632,0.856 
"06","06511","07802","CA","Riverside County (Northwest)--Riverside City (West)","0607802",18864,0.364,0.323 
"06","06511","08001","CA","Riverside County (Northwest)--Riverside City (West)","0608001",220,0.004,0.002 
"06","06512","07700","CA","Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens","0607700",10976,0.363,0.239 
"06","06512","07801","CA","Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens","0607801",687,0.023,0.018 
"06","06512","07802","CA","Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens","0607802",1996,0.066,0.034 
"06","06512","08001","CA","Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens","0608001",16593,0.548,0.126 
"06","06513","07700","CA","Riverside County (West Central)--Corona (Northwest) & Norco Cities","0607700",34901,0.796,0.761 
"06","06513","08001","CA","Riverside County (West Central)--Corona (Northwest) & Norco Cities","0608001",8925,0.204,0.068 
"06","06514","08001","CA","Riverside County (Northwest)--Jurupa Valley & Eastvale Cities","0608001",40976,1,0.31 
"06","06515","08004","CA","Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities","0608004",67402,0.739,0.449 
"06","06515","08005","CA","Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities","0608005",23852,0.261,0.277 
"06","06701","01502","CA","Sacramento County (North Central)--Citrus Heights City","0601502",44299,1,1 
"06","06702","01503","CA","Sacramento County (Central)--Rancho Cordova City","0601503",6115,0.138,0.092 
"06","06702","01504","CA","Sacramento County (Central)--Rancho Cordova City","0601504",20485,0.461,0.267 
"06","06702","01506","CA","Sacramento County (Central)--Rancho Cordova City","0601506",17797,0.401,0.278 
"06","06703","01503","CA","Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)","0601503",19620,0.397,0.294 
"06","06703","01504","CA","Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)","0601504",29741,0.603,0.388 
"06","06704","01402","CA","Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park","0601402",3,0,0 
"06","06704","01501","CA","Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park","0601501",28999,0.564,0.57 
"06","06704","01504","CA","Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park","0601504",22412,0.436,0.292 
"06","06705","01401","CA","Sacramento County (Northwest)--Sacramento City (Northwest/Natomas)","0601401",40921,0.992,0.522 
"06","06705","01501","CA","Sacramento County (Northwest)--Sacramento City (Northwest/Natomas)","0601501",330,0.008,0.006 
"06","06706","01401","CA","Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda","0601401",16646,0.436,0.213 
"06","06706","01501","CA","Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda","0601501",21525,0.564,0.423 
"06","06707","01401","CA","Sacramento County (West)--Sacramento City (Central/Downtown & Midtown)","0601401",20752,0.343,0.265 
"06","06707","01402","CA","Sacramento County (West)--Sacramento City (Central/Downtown & Midtown)","0601402",20835,0.344,0.455 
"06","06707","01403","CA","Sacramento County (West)--Sacramento City (Central/Downtown & Midtown)","0601403",14948,0.247,0.224 
"06","06707","01504","CA","Sacramento County (West)--Sacramento City (Central/Downtown & Midtown)","0601504",4022,0.066,0.052 
"06","06708","01402","CA","Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)","0601402",24964,0.508,0.545 
"06","06708","01403","CA","Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)","0601403",1322,0.027,0.02 
